#,moniker_name,domain,reliability_mean,reliability_label,bias_mean,bias_label
891,Armchair Expert with Dax Shepard,.pod.armchairexpertwithdaxshepard.adfontesmedia.com,37.61111,Generally Reliable/Analysis OR Other Issues,-7.911109333,Skews Left
892,NPR: Fresh Air,.pod.freshair.adfontesmedia.com,42.11111,Reliable; Analysis/Fact Reporting,-7.777776667,Skews Left
893,SmartLess,.pod.smartless.adfontesmedia.com,35.5,Generally Reliable/Analysis OR Other Issues,-15.9697,Strong Left
894,NPR: Planet Money,.pod.planetmoney.adfontesmedia.com,43.555555,Reliable; Analysis/Fact Reporting,-0.055555,Middle
895,Axios Today,.pod.axiostoday.adfontesmedia.com,44.133334,Reliable; Analysis/Fact Reporting,-1.8,Middle
896,NPR: Code Switch,.pod.codeswitch.adfontesmedia.com,36.866668,Generally Reliable/Analysis OR Other Issues,-16.53968,Strong Left
897,The Sean Hannity Show,.pod.theseanhannityshow.adfontesmedia.com,14.52222367,Unreliable; Misleading,24.51515,Hyper-Partisan Right
898,Global News Podcast,.pod.globalnewspodcast.adfontesmedia.com,47.05555667,Reliable; Analysis/Fact Reporting,-2.11111,Middle
899,The Michael Knowles Show,.pod.themichaelknowlesshow.adfontesmedia.com,16.77777476,Unreliable; Problematic,25.94444333,Hyper-Partisan Right
900,Graham Allen’s Dear America Podcast,.pod.grahamallensdearamericapodcast.adfontesmedia.com,16.240002,Unreliable; Problematic,23.09090818,Hyper-Partisan Right
901,The Rubin Report,.pod.therubinreport.adfontesmedia.com,22.24444533,Unreliable; Problematic,22.96969545,Hyper-Partisan Right
902,X22 Report,.pod.x22report.adfontesmedia.com,6.592593333,Unreliable; Inaccurate,34.48148222,Most Extreme Right
903,Tim Pool Daily Show,.pod.timpooldailyshow.adfontesmedia.com,13.06802714,Unreliable; Misleading,22.44444667,Hyper-Partisan Right
904,Hold These Truths with Dan Crenshaw,.pod.holdthesetruthswithdancrenshaw.adfontesmedia.com,34.266668,Generally Reliable/Analysis OR Other Issues,15.555555,Strong Right
905,Pod is a Woman,.pod.podisawoman.adfontesmedia.com,42.33333333,Reliable; Analysis/Fact Reporting,-12,Skews Left
906,The Glenn Beck Program,.pod.theglennbeckprogram.adfontesmedia.com,15.44827724,Unreliable; Misleading,27.04761857,Hyper-Partisan Right
907,Verdict with Ted Cruz,.pod.verdictwithtedcruz.adfontesmedia.com,27.25000125,Mixed Reliability/Opinion OR Other Issues,19.19047571,Hyper-Partisan Right
908,The New Yorker Radio Hour,.pod.newyorkerradiohour.adfontesmedia.com,44.549998,Reliable; Analysis/Fact Reporting,-11.64705882,Skews Left
909,John Solomon Reports,.pod.johnsolomonreports.adfontesmedia.com,13.86363682,Unreliable; Misleading,24.600001,Hyper-Partisan Right
910,Apple News Today,.pod.applenewstoday.adfontesmedia.com,44.555555,Reliable; Analysis/Fact Reporting,-5.0277775,Middle
911,The Al Franken Podcast,.pod.thealfrankenpodcast.adfontesmedia.com,32.800002,Generally Reliable/Analysis OR Other Issues,-20.125,Hyper-Partisan Left
912,Hodgetwins,.pod.hodgetwins.adfontesmedia.com,19,Unreliable; Problematic,25.333332,Hyper-Partisan Right
913,NPR: Rough Translation,.pod.roughtranslation.adfontesmedia.com,42.66666667,Reliable; Analysis/Fact Reporting,-9.185185556,Skews Left
914,Turley Talks,.pod.turleytalks.adfontesmedia.com,22.07142643,Unreliable; Problematic,22.74074,Hyper-Partisan Right
915,Checks and Balance from The Economist,.pod.economistchecksandbalance.adfontesmedia.com,42.466668,Reliable; Analysis/Fact Reporting,-3.809520714,Middle
916,Post Reports,.pod.wapostreports.adfontesmedia.com,41.833335,Reliable; Analysis/Fact Reporting,-8.962965,Skews Left
917,The Trish Regan Show,.pod.trishintelpodcast.adfontesmedia.com,16.98611083,Unreliable; Problematic,23.52380857,Hyper-Partisan Right
918,NYT: The Argument,.pod.theargument.adfontesmedia.com,39.3333325,Generally Reliable/Analysis OR Other Issues,-11.82051154,Skews Left
919,The Axe Files with David Axelrod,.pod.theaxefileswithdavidaxelrod.adfontesmedia.com,39.83333333,Generally Reliable/Analysis OR Other Issues,-12.31746095,Strong Left
920,Pivot,.pod.pivot.adfontesmedia.com,31.94444333,Mixed Reliability/Opinion OR Other Issues,-13.166665,Strong Left
921,The Victor Davis Hanson Podcast,.pod.victordavispod.adfontesmedia.com,31.44444333,Mixed Reliability/Opinion OR Other Issues,17.5,Strong Right
922,On the Media,.pod.onthemedia.adfontesmedia.com,40.133334,Reliable; Analysis/Fact Reporting,-15.64814944,Strong Left
923,No Lie with Brian Tyler Cohen,.pod.noliewithbriantylercohen.adfontesmedia.com,30.866668,Mixed Reliability/Opinion OR Other Issues,-20.29629667,Hyper-Partisan Left
924,Reveal (podcast),.pod.revealnews.adfontesmedia.com,45.22222333,Reliable; Analysis/Fact Reporting,-15.83333038,Strong Left
925,"Today, Explained",.pod.todayexplained.adfontesmedia.com,42.055555,Reliable; Analysis/Fact Reporting,-13.41666563,Strong Left
926,Relatable with Allie Beth Stuckey,.pod.relatablealliebethstuckey.adfontesmedia.com,35.2499975,Generally Reliable/Analysis OR Other Issues,10.97436,Skews Right
927,The Matt Walsh Show,.pod.mattwalshshow.adfontesmedia.com,19.15789526,Unreliable; Problematic,24.51515182,Hyper-Partisan Right
928,Make Me Smart,.pod.makemesmart.adfontesmedia.com,38.8,Generally Reliable/Analysis OR Other Issues,-9.424243636,Skews Left
929,Stay Tuned with Preet,.pod.staytunedwithpreet.adfontesmedia.com,41.466666,Reliable; Analysis/Fact Reporting,-13.43137118,Strong Left
930,Marketplace,.pod.marketplace.adfontesmedia.com,44.88888833,Reliable; Analysis/Fact Reporting,-2,Middle
931,In the Bubble with Andy Slavitt,.pod.inthebubblewithandyslavitt.adfontesmedia.com,41.466668,Reliable; Analysis/Fact Reporting,-8.916665,Skews Left
932,Political Gabfest,.pod.slatepoliticalgabfest.adfontesmedia.com,40.266668,Reliable; Analysis/Fact Reporting,-12.266666,Strong Left
933,Deconstructed,.pod.deconstructed.adfontesmedia.com,34.458335,Generally Reliable/Analysis OR Other Issues,-13.62963056,Strong Left
934,The Bulwark Podcast,.pod.bulwarkpodcast.adfontesmedia.com,32.466666,Generally Reliable/Analysis OR Other Issues,-14.95238048,Strong Left
935,WSJ: What's News,.pod.wsjwhatsnews.adfontesmedia.com,46.266664,Reliable; Analysis/Fact Reporting,0.266666,Middle
936,Pod Save The World,.pod.podsavetheworld.adfontesmedia.com,35.733336,Generally Reliable/Analysis OR Other Issues,-17.3600012,Strong Left
937,What A Day,.pod.whataday.adfontesmedia.com,36.933334,Generally Reliable/Analysis OR Other Issues,-16.11111048,Strong Left
938,Chapo Trap House,.pod.chapotraphouse.adfontesmedia.com,20.866666,Unreliable; Problematic,-28.833335,Hyper-Partisan Left
939,The Jimmy Dore Show,.pod.thejimmydoreshow.adfontesmedia.com,12.33333182,Unreliable; Misleading,-25.066666,Hyper-Partisan Left
940,Quillette Podcast,.pod.quillette.adfontesmedia.com,38.466666,Generally Reliable/Analysis OR Other Issues,-0.393939091,Middle
941,The Reason Roundtable,.pod.reasonroundtable.adfontesmedia.com,36.866668,Generally Reliable/Analysis OR Other Issues,6.208335,Skews Right
942,The Editors,.pod.nationalreviewtheeditors.adfontesmedia.com,38.916665,Generally Reliable/Analysis OR Other Issues,10.899997,Skews Right
943,WSJ: Potomac Watch,.pod.wsjpotomacwatch.adfontesmedia.com,41.066666,Reliable; Analysis/Fact Reporting,2.333336,Middle
944,Rumble with Michael Moore,.pod.rumblemichaelmoore.adfontesmedia.com,24.95238143,Mixed Reliability/Opinion OR Other Issues,-22.14285714,Hyper-Partisan Left
945,Snacks Daily,.pod.snacksdaily.adfontesmedia.com,42.55555333,Reliable; Analysis/Fact Reporting,-1.777776667,Middle
946,WSJ: Your Money Briefing,.pod.yourmoneybriefing.adfontesmedia.com,44.866666,Reliable; Analysis/Fact Reporting,-0.2,Middle
947,UNDISTRACTED with Brittany Packnett Cunningham,.pod.undistractedbrittanypacknett.adfontesmedia.com,32.11111333,Generally Reliable/Analysis OR Other Issues,-15.666665,Strong Left
948,Why Is This Happening? with Chris Hayes,.pod.whyisthishappeningwithchrishayes.adfontesmedia.com,40.83333,Reliable; Analysis/Fact Reporting,-13.4166675,Strong Left
949,The Dinesh D'Souza Podcast,.pod.thedineshdsouzapodcast.adfontesmedia.com,21.90476,Unreliable; Problematic,22.125,Hyper-Partisan Right
950,Bad Faith,.pod.badfaith.adfontesmedia.com,29.22222222,Mixed Reliability/Opinion OR Other Issues,-25.23077,Hyper-Partisan Left
951,Hacks on Tap with David Axelrod and Mike Murphy,.pod.hacksontap.adfontesmedia.com,42.0833325,Reliable; Analysis/Fact Reporting,-13.66666643,Strong Left
952,Axios Re:Cap,.pod.axiosrecap.adfontesmedia.com,42.66666667,Reliable; Analysis/Fact Reporting,-7.055555,Skews Left
953,CNN 5 Things,.pod.cnn5things.adfontesmedia.com,47.000002,Reliable; Analysis/Fact Reporting,-0.666666,Middle
954,NPR: 1A,.pod.1awamunpr.adfontesmedia.com,41.833335,Reliable; Analysis/Fact Reporting,-9.095238571,Skews Left
955,Mea Culpa with Michael Cohen,.pod.meaculpawithmichaelcohen.adfontesmedia.com,27.0416675,Mixed Reliability/Opinion OR Other Issues,-21,Hyper-Partisan Left
956,Fox News Rundown,.pod.foxnewsrundown.adfontesmedia.com,42.4166675,Reliable; Analysis/Fact Reporting,7.600001,Skews Right
957,Market Foolery,.pod.marketfoolery.adfontesmedia.com,42,Reliable; Analysis/Fact Reporting,0.222223333,Middle
958,NYT: The Ezra Klein Show,.pod.theezrakleinshow.adfontesmedia.com,40.866666,Reliable; Analysis/Fact Reporting,-8.666666429,Skews Left
959,The World and Everything In It,.pod.worldandeverythinginit.adfontesmedia.com,39.133336,Generally Reliable/Analysis OR Other Issues,11.45238143,Skews Right
960,WSJ: Tech News Briefing,.pod.wsjtechnewsbriefing.adfontesmedia.com,46.2499975,Reliable; Analysis/Fact Reporting,0,Middle
961,The Dershow,.pod.thedershow.adfontesmedia.com,33.933334,Generally Reliable/Analysis OR Other Issues,9.17647,Skews Right
962,The Weeds,.pod.voxtheweeds.adfontesmedia.com,41.11111,Reliable; Analysis/Fact Reporting,-8.333336667,Skews Left
963,Dennis Prager Podcasts,.pod.dennispragerpodcasts.adfontesmedia.com,27.583335,Mixed Reliability/Opinion OR Other Issues,18.83333167,Hyper-Partisan Right
964,Rudy Giuliani's Common Sense,.pod.rudygiulianiscommonsense.adfontesmedia.com,15.42105368,Unreliable; Misleading,24.59259111,Hyper-Partisan Right
965,The McCarthy Report,.pod.themccarthyreport.adfontesmedia.com,42.66666667,Reliable; Analysis/Fact Reporting,7.666668333,Skews Right
966,Newt’s World,.pod.newtsworld.adfontesmedia.com,32.916665,Generally Reliable/Analysis OR Other Issues,17.4,Strong Right
967,The Andrew Klavan Show,.pod.thenadrewklavanshow.adfontesmedia.com,9.947371053,Unreliable; Misleading,27.541665,Hyper-Partisan Right
968,The New Yorker: The Political Scene Podcast,.pod.newyorkerpoliticalscenepodcast.adfontesmedia.com,39.083335,Generally Reliable/Analysis OR Other Issues,-14.27451294,Strong Left
969,Democracy Now!,.tv.democracynow.adfontesmedia.com,35.866666,Generally Reliable/Analysis OR Other Issues,-16.80952429,Strong Left
970,The Trey Gowdy Podcast,.pod.thetreygowdypodcast.adfontesmedia.com,41.5833325,Reliable; Analysis/Fact Reporting,5.38095,Middle
971,America First with Sebastian Gorka Podcast,.pod.americafirstsebastiangorka.adfontesmedia.com,16.533336,Unreliable; Problematic,25.083335,Hyper-Partisan Right
972,The Chad Prather Show,.pod.chadpratherpodcast.adfontesmedia.com,21.44444667,Unreliable; Problematic,22.733334,Hyper-Partisan Right
973,The Intelligence,.pod.theintelligenceeconomist.adfontesmedia.com,43.8,Reliable; Analysis/Fact Reporting,-3.83333375,Middle
974,The Eric Metaxas Show,.pod.ericmetaxasshow.adfontesmedia.com,15.39215706,Unreliable; Misleading,24.066668,Hyper-Partisan Right
975,The David Pakman Show,.tv.thedavidpakmanshow.adfontesmedia.com,36.83333,Generally Reliable/Analysis OR Other Issues,-14.800002,Strong Left
976,Skimm This,.pod.theskimm.adfontesmedia.com,43.25,Reliable; Analysis/Fact Reporting,-9.714282857,Skews Left
977,Facing Forward,.pod.facingforward.adfontesmedia.com,43.77777667,Reliable; Analysis/Fact Reporting,-7.555553333,Skews Left
978,The Michael Savage Show,.pod.michaelsavageshow.adfontesmedia.com,12.602565,Unreliable; Misleading,26.94444333,Hyper-Partisan Right
979,The Federalist Radio Hour,.pod.federalistradiohour.adfontesmedia.com,34.4,Generally Reliable/Analysis OR Other Issues,12.50980294,Strong Right
980,The MeidasTouch Podcast,.pod.meidastouch.adfontesmedia.com,24.36363364,Mixed Reliability/Opinion OR Other Issues,-18.95833375,Hyper-Partisan Left
981,What Next,.pod.slatewhatnext.adfontesmedia.com,42.6666675,Reliable; Analysis/Fact Reporting,-7.205129231,Skews Left
982,Politically Re-Active with W. Kamau Bell & Hari Kondabolu,.pod.politicallyreactivekamauhari.adfontesmedia.com,34.66666667,Generally Reliable/Analysis OR Other Issues,-16.666665,Strong Left
983,The Debrief with Major Garrett,.pod.debriefmajorgarrett.adfontesmedia.com,44.88889,Reliable; Analysis/Fact Reporting,-2,Middle
984,The Buck Sexton Show,.pod.bucksextonfirstthoughts.adfontesmedia.com,24.05555333,Mixed Reliability/Opinion OR Other Issues,22.33333333,Hyper-Partisan Right
985,The Remnant,.pod.thedispatchremnant.adfontesmedia.com,38.66666667,Generally Reliable/Analysis OR Other Issues,6.22222,Skews Right
986,The Daily Punch,.pod.thedailypunch.adfontesmedia.com,41,Reliable; Analysis/Fact Reporting,-0.5,Middle
987,The News & Why It Matters,.pod.thenewsandwhyitmatters.adfontesmedia.com,20.142855,Unreliable; Problematic,22.29166625,Hyper-Partisan Right
988,FT News Briefing,.pod.ftnewsbriefing.adfontesmedia.com,44.066666,Reliable; Analysis/Fact Reporting,0.133334,Middle
989,The Right Side with Doug Billings,.pod.rightsidedougbillings.adfontesmedia.com,8.740741111,Unreliable; Misleading,27.3333325,Hyper-Partisan Right
990,Krystal Kyle & Friends,.pod.krystalkyleandfriends.adfontesmedia.com,30.866664,Mixed Reliability/Opinion OR Other Issues,-20.40740778,Hyper-Partisan Left
991,Advisory Opinions,.pod.advisoryopinions.adfontesmedia.com,40.833335,Reliable; Analysis/Fact Reporting,0.6666675,Middle
992,The Devin Nunes Podcast,.pod.thedevinnunespodcast.adfontesmedia.com,31.88889,Mixed Reliability/Opinion OR Other Issues,14.44444333,Strong Right
993,No Agenda,.pod.noagendashow.adfontesmedia.com,21.1666675,Unreliable; Problematic,20.333334,Hyper-Partisan Right
994,The Fifth Column,.pod.thefifthcolumn.adfontesmedia.com,33.466668,Generally Reliable/Analysis OR Other Issues,6.686275294,Skews Right
995,Media Buzzmeter,.pod.foxnewsmediabuzzmeter.adfontesmedia.com,41.33333333,Reliable; Analysis/Fact Reporting,1.555556667,Middle
996,NPR: On Point,.pod.wburonpoint.adfontesmedia.com,42.133332,Reliable; Analysis/Fact Reporting,-5.7500025,Middle
997,Armstrong & Getty On Demand,.pod.armstronggetty.adfontesmedia.com,22.2,Unreliable; Problematic,19.84126667,Hyper-Partisan Right
998,From the Bunker,.pod.ftbrickandjody.adfontesmedia.com,22.33333143,Unreliable; Problematic,-22.57143,Hyper-Partisan Left
999,The Bob Cesca Show,.pod.bobcesca.adfontesmedia.com,21.099999,Unreliable; Problematic,-23.04762143,Hyper-Partisan Left
1000,Frangela: The Final Word,.pod.frangelathefinalword.adfontesmedia.com,18.066668,Unreliable; Problematic,-27.266668,Hyper-Partisan Left
1001,Part of the Problem,.pod.partoftheproblem.adfontesmedia.com,11.8933332,Unreliable; Misleading,15.99999714,Strong Right
1002,American Party Podcast,.pod.americanpartypodcast.adfontesmedia.com,18.66666778,Unreliable; Problematic,22.74509647,Hyper-Partisan Right
1003,Cool Stuff Ride Home,.pod.kottkeridehome.adfontesmedia.com,44.77777667,Reliable; Analysis/Fact Reporting,-0.77778,Middle
1004,The Hartmann Report Podcast,.pod.thehartmannreport.adfontesmedia.com,23.61111,Unreliable; Problematic,-21.11111,Hyper-Partisan Left
1005,Commentary Magazine Podcast,.pod.commentarymagazine.adfontesmedia.com,35,Generally Reliable/Analysis OR Other Issues,13.23529176,Strong Right
1006,The National Pulse Podcast,.pod.thenationalpulsepodcast.adfontesmedia.com,9.33333,Unreliable; Misleading,30.133334,Most Extreme Right
1007,#SistersInLaw,.pod.sistersinlaw.adfontesmedia.com,34,Generally Reliable/Analysis OR Other Issues,-13.916665,Strong Left
1008,Can't Cancel Rob Smith,.pod.cantcancelrobsmith.adfontesmedia.com,15.12820615,Unreliable; Misleading,22.66666667,Hyper-Partisan Right
1009,The Water Cooler with David Brody,.pod.thewatercoolerwithdavidbrody.adfontesmedia.com,24.59259556,Mixed Reliability/Opinion OR Other Issues,21.066668,Hyper-Partisan Right
1010,Diane Rehm: On My Mind,.pod.dianerehmonmymind.adfontesmedia.com,40.3333325,Reliable; Analysis/Fact Reporting,-10.166668,Skews Left
1011,Politicology,.pod.politicology.adfontesmedia.com,33.11111333,Generally Reliable/Analysis OR Other Issues,-8.333334444,Skews Left
1012,The Daily Beans,.pod.dailybeanspod.adfontesmedia.com,32.75,Generally Reliable/Analysis OR Other Issues,-18.533334,Hyper-Partisan Left
1013,Amped Up with Ryan Knight,.pod.ampedupryanknight.adfontesmedia.com,16.916665,Unreliable; Problematic,-34.11111,Most Extreme Left
1014,The Newsworthy,.pod.thenewsworthy.adfontesmedia.com,46.4166675,Reliable; Analysis/Fact Reporting,-0.3333325,Middle
1015,Gaslit Nation,.pod.gaslitnation.adfontesmedia.com,19.77778,Unreliable; Problematic,-29.5000025,Hyper-Partisan Left
1016,The Larry Elder Show,.pod.larryeldershow.adfontesmedia.com,27.88889,Mixed Reliability/Opinion OR Other Issues,19.5000025,Hyper-Partisan Right
1017,The Breakdown with Shaun King,.pod.breakdownshaunking.adfontesmedia.com,29.44444333,Mixed Reliability/Opinion OR Other Issues,-19.666666,Hyper-Partisan Left
1018,Majority 54,.pod.majority54.adfontesmedia.com,32.44444667,Generally Reliable/Analysis OR Other Issues,-18.8,Hyper-Partisan Left
1019,Pat Gray Unleashed,.pod.blazepatgrayunleashed.adfontesmedia.com,17.08333,Unreliable; Problematic,23.66666333,Hyper-Partisan Right
1020,Deep State Radio,.pod.thedsrnetwork.adfontesmedia.com,40.22222333,Reliable; Analysis/Fact Reporting,-3.22222,Middle
1021,The Hugh Hewitt Show: Highly Concentrated,.pod.hughhewitthighlycon.adfontesmedia.com,34.55555667,Generally Reliable/Analysis OR Other Issues,14.44444333,Strong Right
1022,Cleanup on Aisle 45 with AG and Andrew Torrez,.pod.cleanupaisle45.adfontesmedia.com,30.55555667,Mixed Reliability/Opinion OR Other Issues,-18.666665,Hyper-Partisan Left
1023,Politics War Room with James Carville & Al Hunt,.pod.politicswarroomcarville.adfontesmedia.com,33.2500025,Generally Reliable/Analysis OR Other Issues,-15.266664,Strong Left
1024,Useful Idiots,.pod.usefulidiots.adfontesmedia.com,13.01960647,Unreliable; Misleading,-23.133336,Hyper-Partisan Left
1025,Hard Factor,.pod.hardfactornews.adfontesmedia.com,23.55555667,Unreliable; Problematic,5.000001667,Middle
1026,The Realignment,.pod.therealignment.adfontesmedia.com,39.88889,Generally Reliable/Analysis OR Other Issues,1.333333333,Middle
1027,Ruthless Podcast,.pod.ruthlesspodcast.adfontesmedia.com,32.75,Generally Reliable/Analysis OR Other Issues,15.49019765,Strong Right
1028,Marketplace Morning Report,.pod.marketplacemorningreport.adfontesmedia.com,44.666665,Reliable; Analysis/Fact Reporting,-1.0833325,Middle
1029,Amicus with Dahlia Lithwick,.pod.amicuslithwick.adfontesmedia.com,38.666665,Generally Reliable/Analysis OR Other Issues,-14.58823529,Strong Left
1030,Stephanie Miller's Happy Hour,.pod.stephaniemillershappyhour.adfontesmedia.com,28.583335,Mixed Reliability/Opinion OR Other Issues,-22.14285857,Hyper-Partisan Left
1031,The Skepticrat,.pod.skepticrat.adfontesmedia.com,15.08888867,Unreliable; Misleading,-26.20202091,Hyper-Partisan Left
1032,The Ben Domenech Podcast,.pod.radiofoxbendomenech.adfontesmedia.com,36.33333333,Generally Reliable/Analysis OR Other Issues,9.555556667,Skews Right
1033,The Economist Asks,.pod.economistasks.adfontesmedia.com,40.33333,Reliable; Analysis/Fact Reporting,-1.777776667,Middle
1034,Rational Security,.pod.lawfarerationalsecurity.adfontesmedia.com,38.44444333,Generally Reliable/Analysis OR Other Issues,-6.499998333,Skews Left
1035,Stand Up! with Pete Dominick,.pod.standupwithpete.adfontesmedia.com,24.88888833,Mixed Reliability/Opinion OR Other Issues,-20.599998,Hyper-Partisan Left
1036,Brian Kilmeade Show,.pod.foxbriankilmeade.adfontesmedia.com,24.70370667,Mixed Reliability/Opinion OR Other Issues,18,Strong Right
1037,Cape Up with Jonathan Capehart,.pod.capeupcapehart.adfontesmedia.com,33.88888667,Generally Reliable/Analysis OR Other Issues,-15.55555667,Strong Left
1038,News Items Podcast with John Ellis,.pod.recountnewsitemsjohn.adfontesmedia.com,38.88888667,Generally Reliable/Analysis OR Other Issues,8.777778333,Skews Right
1039,The Lawfare Podcast,.pod.lawfarepodcast.adfontesmedia.com,41.33333333,Reliable; Analysis/Fact Reporting,-5.555553333,Middle
1040,Dark To Light with Frank & Beanz,.pod.darktolight.adfontesmedia.com,14.28571429,Unreliable; Misleading,24.25,Hyper-Partisan Right
1041,Evening Standard,.standard.co.uk,44.00000059,Reliable; Analysis/Fact Reporting,-3.069565652,Middle
1042,Independent Media Institute,.independentmediainstitute.org,39.04999933,Generally Reliable/Analysis OR Other Issues,-10.99999863,Skews Left
1043,Peoples Dispatch,.peoplesdispatch.org,37.0500015,Generally Reliable/Analysis OR Other Issues,-14.51904743,Strong Left
1044,KTLA - Los Angeles,.ktla.com,45.54761857,Reliable; Analysis/Fact Reporting,-1.849461935,Middle
1045,HBO: Axios,.tv.hboaxois.adfontesmedia.com,42.11111,Reliable; Analysis/Fact Reporting,-10.18518333,Skews Left
1046,Veterans Today | VT Foreign Policy,.vtforeignpolicy.com,8.72951697,Unreliable; Misleading,12.5459117,Strong Right
1047,SFist,.sfist.com,39.93518444,Generally Reliable/Analysis OR Other Issues,-4.790123704,Middle
1048,The Daily Northwestern,.dailynorthwestern.com,44.68750063,Reliable; Analysis/Fact Reporting,-2.912280526,Middle
1049,TechRadar,.techradar.com,40.1966656,Reliable; Analysis/Fact Reporting,-1.202381071,Middle
1050,The Hartmann Report,.hartmannreport.com,17.11111151,Unreliable; Problematic,-22.3243247,Hyper-Partisan Left
1051,Blavity News,.blavity.com,32.60605955,Generally Reliable/Analysis OR Other Issues,-12.24762029,Strong Left
1052,Arab News,.arabnews.com,45.08888867,Reliable; Analysis/Fact Reporting,-4.206349524,Middle
1053,Corporate Knights,.corporateknights.com,41.93333333,Reliable; Analysis/Fact Reporting,-11.08888978,Skews Left
1054,NBC 36 WCNC Charlotte,.wcnc.com,45.55128308,Reliable; Analysis/Fact Reporting,-0.384615769,Middle
1055,Florida Politics,.floridapolitics.com,38.56944458,Generally Reliable/Analysis OR Other Issues,2.803418462,Middle
1056,The Daily Progress,.dailyprogress.com,42.35555533,Reliable; Analysis/Fact Reporting,-2.537037778,Middle
1057,Spectrum News,.spectrumlocalnews.com,43.58889,Reliable; Analysis/Fact Reporting,-0.377778,Middle
1058,Jerusalem Post,.jpost.com,34.7666672,Generally Reliable/Analysis OR Other Issues,4.644143649,Middle
1059,TRT World,.trtworld.com,26.6444455,Mixed Reliability/Opinion OR Other Issues,-13.78703583,Strong Left
1060,NME | New Musical Express,.nme.com,39.5,Generally Reliable/Analysis OR Other Issues,-1.264367931,Middle
1061,Travel and Leisure,.travelandleisure.com,45.70833312,Reliable; Analysis/Fact Reporting,-1.614034211,Middle
1062,Capitol Weekly,.capitolweekly.net,38.91111267,Generally Reliable/Analysis OR Other Issues,-2.395061481,Middle
1063,Bring Me The News,.bringmethenews.com,46.92982421,Reliable; Analysis/Fact Reporting,-1.984848182,Middle
1064,Nicki Swift,.nickiswift.com,35.48888867,Generally Reliable/Analysis OR Other Issues,-2.777778333,Middle
1065,YourCentralValley | KSEE | KGPE,.yourcentralvalley.com,44.69696909,Reliable; Analysis/Fact Reporting,0.151515455,Middle
1066,National Geographic,.nationalgeographic.com,45.4933332,Reliable; Analysis/Fact Reporting,-3.290322581,Middle
1067,Inside Higher Ed,.insidehighered.com,39.17544,Generally Reliable/Analysis OR Other Issues,-8.734694082,Skews Left
1068,Space News,.spacenews.com,44.35294235,Reliable; Analysis/Fact Reporting,-1.1333325,Middle
1069,Chalkbeat,.chalkbeat.org,44.74074056,Reliable; Analysis/Fact Reporting,-5.655556,Middle
1070,Federal News Network,.federalnewsnetwork.com,44.31249875,Reliable; Analysis/Fact Reporting,-0.479166875,Middle
1071,The Balance,.thebalancemoney.com,45.87036944,Reliable; Analysis/Fact Reporting,-2.317460952,Middle
1072,BorderReport,.borderreport.com,44.98039235,Reliable; Analysis/Fact Reporting,0.550725652,Middle
1073,National Post,.nationalpost.com,42.85000068,Reliable; Analysis/Fact Reporting,1.536903929,Middle
1074,Canadian Anti-Hate Network,.antihate.ca,34.79166688,Generally Reliable/Analysis OR Other Issues,-17.43939364,Strong Left
1075,Inquirer.net,.inquirer.net,44.64583312,Reliable; Analysis/Fact Reporting,-1.561402632,Middle
1076,AL-Monitor,.al-monitor.com,45.20634857,Reliable; Analysis/Fact Reporting,-2.319445,Middle
1077,FOX 35 Orlando WOFL,.fox35orlando.com,45.39130478,Reliable; Analysis/Fact Reporting,0.231883913,Middle
1078,It's Going Down,.itsgoingdown.org,25.988889,Mixed Reliability/Opinion OR Other Issues,-24.24188805,Hyper-Partisan Left
1079,Streets Blog,.streetsblog.org,39.58823588,Generally Reliable/Analysis OR Other Issues,-12.60846429,Strong Left
1080,The Mary Sue,.themarysue.com,30.41764735,Mixed Reliability/Opinion OR Other Issues,-15.32212933,Strong Left
1081,Jalopnik,.jalopnik.com,36.84259222,Generally Reliable/Analysis OR Other Issues,-6,Middle
1082,Mass Live,.masslive.com,42.93749938,Reliable; Analysis/Fact Reporting,2.878787273,Middle
1083,AV Club,.avclub.com,35.19298053,Generally Reliable/Analysis OR Other Issues,-9.000000571,Skews Left
1084,Outside Online,.outsideonline.com,40.25,Reliable; Analysis/Fact Reporting,-7.083331429,Skews Left
1085,Global Times,.globaltimes.cn,31.884615,Mixed Reliability/Opinion OR Other Issues,-11.19354839,Skews Left
1086,Gotham Gazette,.gothamgazette.com,40.5466672,Reliable; Analysis/Fact Reporting,-5.92500075,Middle
1087,FOX 17 Nashville WZTV,.fox17.com,45.51851889,Reliable; Analysis/Fact Reporting,0.320988519,Middle
1088,Marin Independent Journal,.marinij.com,45.16666667,Reliable; Analysis/Fact Reporting,-3.77777875,Middle
1089,KFOR 4 - Oklahoma,.kfor.com,39.29741448,Generally Reliable/Analysis OR Other Issues,-1.117284074,Middle
1090,The Modesto Bee,.modbee.com,43,Reliable; Analysis/Fact Reporting,-3.33333381,Middle
1091,Project Syndicate,.project-syndicate.org,36.688888,Generally Reliable/Analysis OR Other Issues,-8.431373333,Skews Left
1092,Bulletin of the Atomic Scientists,.thebulletin.org,39.84375,Generally Reliable/Analysis OR Other Issues,-6.540322581,Skews Left
1093,The Maple,.readthemaple.com,35.08695652,Generally Reliable/Analysis OR Other Issues,-17.57738161,Strong Left
1094,Quad-City Times,.qctimes.com,43.46296222,Reliable; Analysis/Fact Reporting,-2.476190476,Middle
